Name,Date,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Absolute Category Rating - Fileset: Chopin x1,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,Degradation Category Rating - Fileset: Chopin_zestaw_bez_HR,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,MUSHRA - Fileset: Chopin MUSHRA 3,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR,Comparison Category Rating - Fileset: Chopin_zestaw_bez_HR
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,5.0,4.0,5.0,88.0,97.0,74.0,45.0,24.0,63.0,74.0,46.0,19.0,0.0,3.0,0.0,0.0,-1.0,-3.0,0.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,5.0,8.0,13.0,27.0,55.0,47.0,15.0,23.0,4.0,50.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,2.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,32.0,100.0,84.0,87.0,49.0,1.0,17.0,99.0,8.0,0.0,-1.0,-1.0,2.0,3.0,0.0,1.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,59.0,78.0,39.0,27.0,100.0,50.0,98.0,15.0,89.0,0.0,-2.0,3.0,1.0,2.0,-1.0,-1.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,2.0,2.0,5.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,43.0,78.0,73.0,54.0,63.0,89.0,7.0,18.0,27.0,1.0,-2.0,-3.0,-2.0,0.0,0.0,-2.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,1.0,85.0,44.0,72.0,59.0,92.0,61.0,69.0,77.0,0.0,-3.0,1.0,-2.0,3.0,-2.0,0.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,4.0,94.0,8.0,34.0,51.0,31.0,2.0,38.0,87.0,85.0,-3.0,2.0,-3.0,-3.0,-1.0,-1.0,3.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,54.0,31.0,47.0,41.0,3.0,40.0,3.0,100.0,55.0,-3.0,1.0,0.0,-1.0,1.0,-1.0,1.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,20.0,65.0,12.0,47.0,72.0,91.0,75.0,99.0,4.0,0.0,2.0,0.0,0.0,-1.0,1.0,2.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,5.0,4.0,5.0,1.0,8.0,45.0,68.0,39.0,11.0,50.0,21.0,20.0,72.0,0.0,3.0,2.0,3.0,-2.0,-3.0,-3.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,4.0,5.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0,55.0,35.0,18.0,20.0,51.0,38.0,41.0,89.0,40.0,-3.0,-2.0,2.0,-1.0,-2.0,-3.0,1.0,1.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,71.0,48.0,52.0,89.0,32.0,78.0,97.0,31.0,0.0,2.0,1.0,-2.0,-3.0,0.0,-2.0,-3.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,83.0,42.0,71.0,100.0,5.0,44.0,64.0,93.0,5.0,3.0,-1.0,-2.0,3.0,0.0,1.0,1.0,-3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,77.0,41.0,38.0,21.0,4.0,85.0,2.0,16.0,29.0,3.0,-2.0,-2.0,1.0,-1.0,0.0,2.0,3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,20.0,72.0,50.0,71.0,85.0,76.0,21.0,32.0,45.0,2.0,3.0,1.0,-1.0,-3.0,3.0,1.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,3.0,1.0,5.0,2.0,3.0,4.0,44.0,14.0,46.0,67.0,40.0,54.0,62.0,91.0,21.0,0.0,-3.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,20.0,51.0,89.0,79.0,25.0,61.0,9.0,28.0,78.0,-1.0,1.0,2.0,0.0,-3.0,3.0,-2.0,-3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,33.0,51.0,41.0,78.0,91.0,46.0,43.0,18.0,32.0,3.0,0.0,-3.0,3.0,3.0,-1.0,0.0,-2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,5.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,61.0,54.0,81.0,43.0,40.0,78.0,36.0,40.0,34.0,1.0,-2.0,0.0,1.0,-3.0,2.0,-3.0,1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,69.0,99.0,69.0,47.0,56.0,32.0,53.0,92.0,60.0,2.0,-3.0,-1.0,-3.0,-2.0,-3.0,1.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,3.0,4.0,1.0,22.0,27.0,66.0,28.0,51.0,22.0,52.0,65.0,22.0,-1.0,3.0,-1.0,-2.0,-2.0,2.0,-3.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,5.0,1.0,10.0,62.0,90.0,4.0,92.0,55.0,19.0,8.0,-2.0,-3.0,-3.0,3.0,0.0,3.0,1.0,1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,3.0,5.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,22.0,61.0,78.0,19.0,35.0,58.0,49.0,78.0,100.0,0.0,-3.0,1.0,-3.0,0.0,1.0,-2.0,2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,5.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,1.0,48.0,25.0,24.0,36.0,53.0,36.0,96.0,51.0,64.0,2.0,0.0,1.0,0.0,-3.0,0.0,-2.0,0.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,4.0,5.0,4.0,3.0,5.0,72.0,33.0,64.0,94.0,99.0,88.0,16.0,64.0,68.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,3.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,93.0,40.0,97.0,20.0,90.0,37.0,100.0,70.0,89.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,38.0,79.0,33.0,70.0,37.0,46.0,27.0,81.0,28.0,3.0,-2.0,0.0,-2.0,-2.0,3.0,-1.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,80.0,14.0,73.0,59.0,25.0,50.0,44.0,81.0,53.0,-1.0,-2.0,3.0,-1.0,-1.0,3.0,-2.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,2.0,91.0,80.0,7.0,17.0,98.0,90.0,68.0,87.0,0.0,1.0,0.0,3.0,-3.0,1.0,1.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,24.0,35.0,9.0,24.0,90.0,53.0,74.0,32.0,94.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,-2.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,4.0,3.0,36.0,5.0,71.0,7.0,49.0,62.0,92.0,40.0,78.0,3.0,-3.0,0.0,2.0,-3.0,-1.0,-1.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,38.0,10.0,33.0,56.0,90.0,84.0,64.0,76.0,42.0,2.0,-3.0,-1.0,0.0,1.0,0.0,1.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,67.0,39.0,70.0,90.0,89.0,83.0,94.0,35.0,88.0,-1.0,1.0,-2.0,3.0,3.0,0.0,1.0,1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,2.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,67.0,68.0,78.0,26.0,19.0,56.0,24.0,57.0,65.0,-2.0,0.0,1.0,2.0,0.0,-2.0,-2.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,3.0,1.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,89.0,36.0,25.0,56.0,87.0,22.0,44.0,77.0,93.0,-3.0,1.0,-1.0,0.0,2.0,-2.0,-1.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,58.0,67.0,9.0,16.0,37.0,75.0,34.0,41.0,67.0,-1.0,0.0,2.0,2.0,-3.0,1.0,2.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,68.0,10.0,6.0,75.0,7.0,92.0,15.0,50.0,96.0,-1.0,0.0,3.0,-2.0,1.0,3.0,-3.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,3.0,4.0,2.0,5.0,4.0,8.0,48.0,76.0,5.0,36.0,34.0,4.0,64.0,52.0,3.0,-3.0,-3.0,2.0,3.0,-3.0,-1.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,3.0,3.0,7.0,78.0,64.0,63.0,96.0,73.0,49.0,7.0,97.0,3.0,-1.0,2.0,0.0,2.0,3.0,-2.0,2.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,1.0,2.0,3.0,66.0,83.0,53.0,22.0,62.0,47.0,94.0,6.0,44.0,-3.0,1.0,-1.0,3.0,-2.0,2.0,-3.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,72.0,54.0,26.0,22.0,39.0,3.0,16.0,38.0,4.0,2.0,-3.0,3.0,-3.0,-2.0,-2.0,-1.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,1.0,2.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,19.0,79.0,18.0,93.0,85.0,20.0,17.0,21.0,36.0,2.0,1.0,-2.0,1.0,2.0,-1.0,-2.0,-2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,5.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,9.0,33.0,53.0,43.0,96.0,88.0,30.0,61.0,41.0,-3.0,-2.0,-3.0,-2.0,1.0,-1.0,-2.0,2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,59.0,76.0,14.0,13.0,6.0,95.0,57.0,85.0,93.0,-3.0,3.0,-1.0,2.0,-1.0,-1.0,-2.0,-1.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,96.0,77.0,51.0,67.0,68.0,43.0,3.0,75.0,2.0,1.0,0.0,1.0,3.0,0.0,-2.0,-1.0,1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,2.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,84.0,96.0,44.0,74.0,14.0,42.0,29.0,10.0,4.0,-3.0,3.0,1.0,-2.0,-2.0,2.0,0.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,89.0,3.0,52.0,7.0,74.0,85.0,75.0,81.0,31.0,0.0,2.0,3.0,1.0,1.0,3.0,-2.0,-2.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,64.0,64.0,4.0,87.0,9.0,8.0,25.0,28.0,21.0,3.0,-2.0,1.0,-1.0,1.0,3.0,-3.0,2.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,1.0,4.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,1.0,4.0,50.0,74.0,75.0,74.0,46.0,52.0,36.0,65.0,89.0,-3.0,2.0,0.0,-3.0,2.0,-1.0,1.0,0.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,4.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,5.0,44.0,45.0,48.0,53.0,97.0,16.0,86.0,99.0,53.0,3.0,-3.0,-1.0,3.0,-1.0,-1.0,2.0,-1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,5.0,74.0,19.0,94.0,10.0,27.0,75.0,98.0,77.0,2.0,-1.0,-3.0,0.0,2.0,1.0,3.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,37.0,62.0,41.0,8.0,90.0,66.0,78.0,46.0,22.0,0.0,2.0,2.0,-1.0,-2.0,-1.0,1.0,1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,2.0,76.0,59.0,38.0,34.0,54.0,29.0,35.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,29.0,64.0,93.0,57.0,51.0,11.0,32.0,1.0,47.0,-1.0,-3.0,3.0,-3.0,3.0,1.0,2.0,-2.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,1.0,5.0,4.0,1.0,4.0,4.0,2.0,5.0,13.0,24.0,78.0,64.0,70.0,44.0,54.0,7.0,71.0,-3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,2.0,2.0,3.0,3.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,15.0,28.0,18.0,77.0,32.0,26.0,48.0,44.0,-3.0,1.0,-1.0,-2.0,-3.0,1.0,3.0,3.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,37.0,92.0,63.0,3.0,100.0,96.0,77.0,28.0,1.0,2.0,-1.0,-2.0,-1.0,0.0,1.0,-1.0,0.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,2.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,96.0,31.0,53.0,92.0,63.0,69.0,66.0,90.0,13.0,-3.0,-3.0,3.0,-1.0,-2.0,1.0,2.0,-2.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,5.0,3.0,2.0,4.0,1.0,5.0,1.0,1.0,35.0,21.0,27.0,17.0,31.0,20.0,65.0,55.0,78.0,1.0,-1.0,-2.0,2.0,1.0,1.0,0.0,3.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,42.0,13.0,44.0,25.0,80.0,68.0,29.0,10.0,35.0,1.0,2.0,-3.0,1.0,-2.0,-1.0,3.0,-1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,5.0,3.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,5.0,4.0,1.0,20.0,32.0,42.0,57.0,45.0,69.0,96.0,93.0,96.0,1.0,-3.0,1.0,-2.0,-3.0,1.0,2.0,0.0,3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,5.0,4.0,5.0,4.0,45.0,6.0,83.0,65.0,95.0,54.0,27.0,39.0,26.0,1.0,0.0,0.0,2.0,-2.0,2.0,0.0,-1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,59.0,30.0,85.0,42.0,11.0,92.0,60.0,41.0,85.0,0.0,0.0,3.0,-3.0,3.0,-3.0,2.0,-1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,5.0,2.0,3.0,3.0,5.0,2.0,3.0,18.0,16.0,57.0,71.0,18.0,51.0,14.0,59.0,33.0,2.0,-3.0,3.0,2.0,2.0,1.0,-1.0,-1.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",5.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,4.0,29.0,95.0,54.0,100.0,84.0,34.0,15.0,7.0,94.0,-2.0,-2.0,-3.0,0.0,3.0,0.0,3.0,1.0,-2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,5.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,40.0,56.0,100.0,28.0,33.0,50.0,12.0,20.0,66.0,1.0,3.0,3.0,-3.0,2.0,-3.0,1.0,1.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,3.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,17.0,74.0,83.0,7.0,54.0,80.0,89.0,91.0,97.0,1.0,-1.0,2.0,-1.0,0.0,-3.0,-2.0,-3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",2.0,3.0,4.0,2.0,5.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,5.0,97.0,73.0,56.0,22.0,34.0,11.0,10.0,1.0,3.0,3.0,-1.0,-3.0,1.0,-2.0,1.0,-1.0,1.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,51.0,86.0,32.0,31.0,43.0,34.0,9.0,25.0,20.0,1.0,0.0,1.0,1.0,-3.0,3.0,-3.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,2.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,20.0,7.0,8.0,94.0,31.0,16.0,34.0,20.0,17.0,2.0,-2.0,1.0,0.0,3.0,0.0,0.0,0.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,62.0,47.0,76.0,74.0,10.0,22.0,88.0,5.0,18.0,0.0,-3.0,-2.0,0.0,-3.0,3.0,0.0,1.0,-1.0
Andrzej Tomala,"07/07/2022, 13:44:06",1.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,10.0,45.0,97.0,17.0,23.0,99.0,37.0,95.0,38.0,-1.0,1.0,-2.0,-2.0,-1.0,-2.0,3.0,0.0,0.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,2.0,2.0,3.0,1.0,3.0,2.0,5.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,85.0,15.0,89.0,70.0,8.0,21.0,57.0,19.0,34.0,-3.0,-3.0,-2.0,-1.0,-1.0,-2.0,3.0,3.0,-3.0
Andrzej Tomala,"07/07/2022, 13:44:06",4.0,3.0,4.0,5.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,79.0,61.0,86.0,74.0,3.0,22.0,15.0,39.0,61.0,-2.0,-1.0,0.0,-3.0,0.0,-1.0,-3.0,-2.0,2.0
Andrzej Tomala,"07/07/2022, 13:44:06",3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,62.0,97.0,91.0,5.0,88.0,65.0,21.0,39.0,50.0,0.0,-1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0
